Seed,Desc,Player,Wilds,H20,Predict,Actual,Quality,Play,Points,Ante,Surr,Total,R_Wilds,R_Ante,R_Surr,R_Points,R_Totals,R_Plays,R_Wins,R_Games,Hand 1,Hand 2,Hand 3,Hand 4,Hand 5,Hand 6,Total,h1_score,h1_points,h2_score,h2_points,h3_score,h3_points,h4_score,h4_points,h5_score,h5_points,h6_score,h6_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,845,0,698.9,2235.4,1576.5, Monster,   True,-30,-20,0,-50,12,-150,30,-34,-154,18,3,25,   A, Trip SD9, Trip SHT, Trip HHQ, FullH 3, Four 7, (1576.5, (11404, 100.0), (40942, 755.2), (41043, 365.5), (41233, 94.6), (70306, 86.1), (80714, 175.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,845,0,532,1479.7,1157.5,     Ok,   True,-30,-20,0,-50,10,205,195,37,437,18,6,25,   A, Pair 9, Pair J, Trip HD8, Four K, FiveSF 6, (1157.5, (11403, 82.5), (20907, 22.1), (21107, 12.4), (40832, 41.4), (81314, 702.9), (90605, 296.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,845,1,1049.4,2185.4,1714.8,   Good,   True,25,90,40,155,11,215,-175,177,217,11,5,25,   K, Trip SHT, Trip SHJ, Trip SSA, Flush K, Four 5, (1714.8, (11304, 47.8), (41043, 828.3), (41143, 429.7), (41444, 232.9), (61306, 25.5), (80509, 150.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,845,0,467.1,1156,2065.8, Not Ok,  False,0,-10,-20,-30,9,-330,-210,-367,-907,18,1,26,   K, Pair 8, Trip SS5, Four 2, Four J, Four A, (2065.8, (11301, 26.9), (20807, 17.8), (40544, 189.0), (80209, 946.1), (81112, 655.5), (81410, 230.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,845,0,202.7,1397.7,1269.4, Not Ok,  False,0,-10,-20,-30,15,260,260,466,986,20,7,26,  DA, Trip HD7, Trip SHT, Trip SHQ, FullH 4, FullH 5, (1269.4, (11402, 67.8), (40732, 607.3), (41043, 365.5), (41243, 107.9), (70411, 98.6), (70503, 22.3)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,845,2,755.1,2762.5,3298.5, Monster,   True,15,60,80,155,14,-160,-60,-264,-484,19,3,26,   A, Pair 3, Trip SCQ, FiveSF 9, FiveSF T, FiveSF K, (3298.5, (11404, 100.0), (20314, 3.7), (41241, 465.5), (90908, 1470.0), (91009, 930.9), (91312, 328.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,845,0,1096,1947.2,1587.1,   Good,   True,-15,-20,0,-35,12,-170,30,-49,-189,19,3,26,   A, Trip SH9, Trip HHK, Trip SHK, Flush J, FullH 3, (1587.1, (11404, 100.0), (40943, 774.0), (41333, 529.3), (41343, 149.3), (61108, 16.0), (70312, 18.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,845,0,212,943.5,1480.8,    Sad,  False,0,-10,-20,-30,10,195,175,37,407,18,6,26,   A, Trip SD8, Trip SDT, Trip SHJ, FullH 6, Four 4, (1480.8, (11404, 100.0), (40842, 691.9), (41042, 350.6), (41143, 82.4), (70609, 107.5), (80413, 148.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,845,0,178.7,1436.3,1064.6,     Ok,  False,0,-10,-20,-30,11,205,-195,177,187,11,5,26,   A, Trip HH5, Trip SH7, Trip HD8, FullH 2, Four 3, (1064.6, (11402, 67.8), (40533, 497.4), (40743, 234.3), (40832, 41.4), (70213, 84.5), (80312, 139.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,845,0,567.9,2667.4,1555.4, Monster,   True,-83,-20,0,-103,9,-350,-210,-450,-1010,19,1,27,   K, Trip HH2, Trip HH8, Trip HHA, Four 5, Four T, (1555.4, (11302, 32.5), (40233, 368.6), (40833, 251.1), (41433, 180.9), (80512, 525.7), (81011, 196.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,845,1,1693.7,2989.8,3578.6, Monster,   True,84,90,40,214,16,350,300,550,1200,21,8,27,  SK, Pair 2, Pair A, Four 4, SixSF K, Six Q, (3578.6, (11304, 47.8), (20206, 0.8), (21405, 21.0), (80408, 1020.2), (111312, 1536.0), (121200, 952.8)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,845,1,1464.1,3180.1,2438.3, Monster,   True,42,-20,0,22,15,-180,-60,-222,-462,20,3,27,   A, Pair 8, Trip SSK, Four 4, Four 7, Four 9, (2438.3, (11402, 67.8), (20803, 15.9), (41344, 570.0), (80410, 1030.3), (80712, 568.1), (80910, 186.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,845,0,817.3,1261,1475.5, Not Ok,  False,0,-10,-40,-50,12,-180,-10,-49,-239,19,3,27,   A, Trip HD5, Trip HDT, Trip SSJ, Flush K, Five 7, (1475.5, (11402, 67.8), (40532, 493.0), (41032, 334.8), (41144, 85.2), (61313, 32.7), (100700, 462.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,845,1,803,2235.8,2198.3, Monster,   True,-14,-20,0,-34,11,175,175,23,373,19,6,27,   Q, Pair 9, Trip SCJ, Four 3, Four 6, Four A, (2198.3, (11203, 18.9), (20907, 22.1), (41141, 398.9), (80308, 981.5), (80612, 546.4), (81410, 230.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,845,0,1252.7,1595.5,1673,     Ok,   True,-29,-20,0,-49,11,185,-195,148,138,12,5,27,   A, Trip SS3, Trip HC9, Trip HCK, Four 6, Four J, (1673.0, (11404, 100.0), (40344, 433.3), (40931, 280.8), (41331, 117.4), (80610, 539.9), (81108, 201.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,845,1,801.4,2372.5,1800.4, Monster,   True,0,-20,0,-20,10,-370,-210,-450,-1030,20,1,28,   J, Trip SHQ, Trip SDK, Trip SSA, FullH 4, FullH 6, (1800.4, (11103, 9.3), (41243, 893.1), (41342, 540.7), (41444, 232.9), (70410, 97.8), (70609, 26.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,845,1,143.4,1175.7,1602.1, Not Ok,  False,0,-10,-30,-40,17,340,270,550,1160,21,8,28,  CA, Trip SC4, Trip HH8, Trip SCQ, Flush A, SixSF J, (1602.1, (11401, 56.2), (40441, 451.6), (40833, 251.1), (41241, 95.7), (61409, 33.6), (111110, 713.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,845,0,241.3,728.3,958.2,    Sad,  False,0,-10,-30,-40,15,-190,-90,-222,-502,20,3,28,   A, Trip DD4, Trip SH5, Trip HCK, Straight T, Four 2, (958.2, (11403, 82.5), (40422, 437.5), (40543, 186.0), (41331, 117.4), (51009, 5.2), (80211, 129.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,845,0,360,1322,1217.4, Not Ok,  False,0,-10,-30,-40,12,-190,-40,-49,-279,19,3,28,   A, Pair J, Pair Q, Trip SC7, Four T, Five 2, (1217.4, (11402, 67.8), (21113, 34.2), (21209, 17.6), (40741, 36.5), (81013, 639.0), (100200, 422.3)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,845,0,1081.6,1866.9,1282.4,   Good,   True,-19,-20,0,-39,11,155,175,4,334,20,6,28,   K, Pair 9, Pair Q, Trip SSA, Four J, FiveSF 7, (1282.4, (11304, 47.8), (20910, 23.7), (21207, 16.1), (41444, 232.9), (81113, 660.6), (90706, 301.3)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,845,1,739,2126.7,1770,   Good,   True,19,70,90,179,12,255,-105,167,317,13,6,28,   A, Pair J, Pair Q, Pair K, FiveSF A, SixSF 9, (1770.0, (11401, 56.2), (21110, 33.5), (21210, 18.0), (21309, 5.9), (91405, 953.3), (110908, 703.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,845,0,489.3,1619.4,1415.8,     Ok,   True,2,-20,0,-18,10,-390,-210,-448,-1048,21,1,29,   A, Trip SST, Trip SDJ, Trip CCQ, Straight 8, Flush A, (1415.8, (11402, 67.8), (41044, 837.6), (41142, 409.6), (41211, 85.3), (50807, 3.1), (61413, 12.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,845,0,869.6,1117.8,1070.9, Not Ok,  False,0,-10,-30,-40,17,330,240,550,1120,21,8,29,  SA, Pair K, Trip SC2, Trip SD5, Four 7, Four 9, (1070.9, (11404, 100.0), (21312, 39.1), (40241, 133.1), (40542, 29.1), (80714, 579.9), (80912, 189.7)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,845,1,768.4,2144.6,1150.3,   Good,   True,4,70,90,164,16,-120,0,-218,-338,21,4,29,   A, Trip SH3, Trip SHQ, Trip SDK, Straight J, Flush T, (1150.3, (11403, 82.5), (40343, 427.1), (41243, 497.9), (41342, 135.7), (51110, 6.1), (61009, 1.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,845,1,270.5,1390.5,1511, Not Ok,  False,0,-10,-30,-40,13,-200,-70,-49,-319,19,3,29,   A, Trip HDT, Trip SHJ, Trip SHK, Straight 8, FullH 9, (1511.0, (11404, 100.0), (41032, 797.9), (41143, 429.7), (41343, 149.3), (50807, 3.1), (70912, 31.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,845,1,793.8,2020.5,1517,   Good,   True,-6,-20,0,-26,12,135,175,-2,308,21,6,29,   A, Pair Q, Trip SH2, Trip SH8, Four 4, SixSF A, (1517.0, (11401, 56.2), (21211, 37.0), (40243, 138.3), (40843, 45.0), (80413, 509.9), (111406, 730.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,845,0,337,2246.5,3533.8, Monster,  False,0,-10,-30,-40,12,245,-135,167,277,13,6,29,   K, Pair 7, Four 5, Four 6, Four 8, Four A, (3533.8, (11302, 32.5), (20704, 12.2), (80509, 1568.0), (80611, 1091.5), (80813, 596.5), (81412, 233.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,845,0,922.2,2094.3,3122.2,   Good,   True,26,-20,0,6,10,-410,-210,-422,-1042,22,1,30,   J, Trip SC8, Trip HDA, Four 4, Four 5, FiveSF Q, (3122.2, (11104, 11.3), (40841, 681.2), (41432, 573.5), (80407, 1016.6), (80507, 515.5), (91211, 324.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,845,0,269.6,1367.4,1422.1, Not Ok,  False,0,-10,-40,-50,17,320,200,550,1070,21,8,30,  DK, Trip SS7, Trip SH8, Trip SSA, FullH 4, Four 2, (1422.1, (11302, 32.5), (40744, 656.4), (40843, 268.9), (41444, 232.9), (70411, 98.6), (80213, 132.8)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,845,0,2026.4,3238.2,3026.2, Monster,   True,58,90,40,188,16,-30,40,-160,-150,22,5,30,   K, Pair 5, Pair T, Four 6, Five 9, SixSF 7, (3026.2, (11303, 39.8), (20512, 8.2), (21007, 9.2), (80613, 1095.5), (100900, 1181.0), (110706, 692.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,845,2,379.1,1935.8,2968.9,   Good,   True,53,-20,0,33,15,-220,-70,4,-286,20,3,30,   K, Trip SST, Trip HHJ, Trip DDA, Four 2, SevenSF 9, (2968.9, (11303, 39.8), (41044, 837.6), (41133, 396.6), (41422, 164.7), (80213, 469.4), (130908, 1060.8)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,845,1,1505.2,2407.1,1689.5, Monster,   True,-59,-20,0,-79,13,115,175,-61,229,22,6,30,   K, Pair 7, Trip SC3, Trip SDJ, FiveSF 9, Five Q, (1689.5, (11301, 26.9), (20709, 13.9), (40341, 145.7), (41142, 77.4), (90908, 925.2), (101200, 500.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,845,0,614.6,1901.8,1383.3,   Good,   True,-78,-20,0,-98,12,225,-135,89,179,14,6,30,   A, Trip SS3, Trip HHT, Trip SSK, Flush Q, FiveSF A, (1383.3, (11403, 82.5), (40344, 433.3), (41033, 339.9), (41344, 157.8), (61211, 24.6), (91413, 345.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,679,1,1164.7,1980.7,1226.7,   Good,   True,19,80,80,179,1,80,80,19,179,1,1,1,   A, Trip SD8, Trip SH9, Trip SDK, Flush T, Flush Q, (1226.7, (11402, 67.8), (40842, 692.0), (40943, 314.5), (41342, 135.7), (61009, 14.2), (61208, 2.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,679,0,224.2,1727.9,991,     Ok,   True,-25,-20,0,-45,0,-20,0,-25,-45,1,0,1,  HK, Trip HC5, Trip SH7, Trip SHA, Flush 9, Flush J, (991.0, (11303, 39.9), (40531, 485.9), (40743, 234.2), (41443, 218.0), (60907, 11.0), (61110, 2.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,679,1,746.6,1686.1,1461.5,     Ok,   True,-5,-20,0,-25,1,-20,0,-5,-25,1,0,1,   K, Pair 2, Pair A, Trip SD5, FiveSF T, Five 3, (1461.5, (11304, 47.8), (20212, 1.7), (21411, 21.4), (40542, 29.1), (91009, 930.8), (100300, 430.7)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,679,0,333,1369,685.5, Not Ok,  False,0,-10,-40,-50,0,-10,-40,0,-50,0,0,1,   A, Trip HD2, Trip HD6, Trip HH8, Flush T, Flush A, (685.5, (11401, 56.2), (40232, 365.0), (40632, 195.7), (40833, 42.0), (61009, 14.2), (61413, 12.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,679,1,749.6,1486.6,1160.7,     Ok,   True,11,-20,0,-9,1,-20,0,11,-9,1,0,1,   T, Trip SH5, Trip HDQ, Trip SSK, Straight J, Flush A, (1160.7, (11004, 5.6), (40543, 521.3), (41232, 457.3), (41344, 157.9), (51110, 6.1), (61414, 12.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,679,0,165,1174.3,1475.8, Not Ok,  False,0,-10,-40,-50,0,-10,-40,0,-50,0,0,1,   A, Trip SHT, Trip SHJ, Trip SHQ, Straight 6, Flush A, (1475.8, (11404, 100.0), (41043, 828.3), (41143, 429.7), (41243, 107.9), (50605, 1.0), (61409, 8.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,997,0,797,1249.8,1575.7, Not Ok,  False,0,-10,-20,-30,0,-10,-20,0,-30,0,0,1,   Q, Pair 6, Trip SH3, Trip SHA, FullH K, SevenSF 8, (1575.7, (11204, 22.7), (20611, 11.1), (40343, 151.9), (41443, 218.1), (71304, 114.4), (130807, 1057.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,997,0,561.8,1397.4,1118.7, Not Ok,  False,0,-10,-20,-30,0,-10,-20,0,-30,0,0,1,  DJ, Trip HH6, Trip SST, Trip SDK, Flush Q, FullH 5, (1118.7, (11102, 7.8), (40633, 551.6), (41044, 374.1), (41342, 135.7), (61212, 25.4), (70509, 24.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,997,0,124.3,813.7,913.8,    Sad,  False,0,-10,-20,-30,0,-10,-20,0,-30,0,0,1,   K, Trip SD4, Trip SC7, Trip DCA, Flush J, Flush K, (913.8, (11304, 47.9), (40442, 458.3), (40741, 222.6), (41421, 161.5), (61110, 18.4), (61309, 5.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,997,2,831.5,2359.1,1688.5, Monster,   True,11,60,80,151,2,60,80,11,151,1,1,1,   J, Trip HDQ, Trip SSK, Trip SDA, Flush T, FullH 4, (1688.5, (11102, 7.8), (41232, 881.3), (41344, 570.0), (41442, 195.4), (61009, 14.2), (70406, 19.8)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,997,1,593.8,1596.2,1584.1,     Ok,   True,-11,-20,0,-31,1,-20,0,-11,-31,1,0,1,   A, Trip HC9, Trip HDT, Trip SHJ, Flush K, FiveSF 9, (1584.1, (11404, 100.0), (40931, 729.2), (41032, 334.9), (41143, 82.4), (61308, 26.3), (90908, 311.3)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,997,0,381.2,1600.4,1424,     Ok,  False,0,-10,-20,-30,0,-10,-20,0,-30,0,0,1,   K, Trip SH7, Trip SHJ, Trip SHA, FullH 2, FullH 3, (1424.0, (11301, 27.0), (40743, 647.6), (41143, 429.7), (41443, 218.1), (70212, 84.0), (70309, 17.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,997,2,865.5,2221.4,1704.4, Monster,   True,17,-20,0,-3,2,-30,-20,17,-33,1,0,2,   A, Trip SSJ, Trip SSQ, Trip SHK, FullH 3, FullH 4, (1704.4, (11401, 56.2), (41144, 876.6), (41244, 511.2), (41343, 149.3), (70310, 90.2), (70409, 20.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,997,0,376.8,1291.4,1503, Not Ok,  False,0,-10,-40,-50,0,-20,-60,0,-80,0,0,2,  DK, Trip SH8, Trip HD9, Trip SHA, FullH 6, Four 4, (1503.0, (11302, 32.5), (40843, 711.3), (40932, 287.7), (41443, 218.1), (70607, 106.6), (80412, 146.8)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,997,0,399.6,1636.8,1583.9,     Ok,   True,0,-20,0,-20,0,-30,-20,0,-50,1,0,2,   K, Trip SHT, Trip SCJ, Trip HHA, FullH 5, FullH 7, (1583.9, (11304, 47.9), (41043, 828.3), (41141, 398.8), (41433, 180.9), (70504, 100.6), (70703, 27.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,997,1,853.3,1480.4,2026.3,     Ok,   True,30,80,80,190,3,140,160,41,341,2,2,2,   A, Pair J, Pair K, Four 7, Four 8, Four T, (2026.3, (11404, 100.0), (21105, 30.5), (21304, 18.4), (80706, 1103.1), (80809, 582.1), (81006, 192.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,997,0,705.7,1727.4,1067.2,     Ok,   True,-47,-20,0,-67,1,-40,0,-58,-98,2,0,2,   A, Trip HD5, Trip SS9, Trip SHK, Flush Q, FullH 2, (1067.2, (11402, 67.8), (40532, 492.7), (40944, 320.7), (41343, 149.3), (61210, 22.7), (70208, 14.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,997,0,348.8,1574.5,1956,     Ok,  False,0,-10,-40,-50,0,-20,-60,0,-80,0,0,2,   A, Pair 8, Pair J, Four 5, Four 6, Four Q, (1956.0, (11404, 100.0), (20804, 16.1), (21104, 10.9), (80509, 1056.0), (80614, 556.6), (81213, 216.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,329,0,699,1592,1532,     Ok,   True,-8,-20,0,-28,0,-20,0,-8,-28,1,0,1,   A, Trip SD9, Trip SSQ, Trip SSK, Flush Q, FullH 6, (1532, (11401, 56), (40942, 755), (41244, 511), (41344, 158), (61211, 25), (70610, 27)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,329,0,438,883,968,    Sad,  False,0,-10,-40,-50,0,-10,-40,0,-50,0,0,1,  HK, Trip SH4, Trip HC7, Trip SSA, Straight Q, Flush T, (968, (11303, 40), (40443, 472), (40731, 215), (41444, 233), (51211, 7), (61008, 1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,329,2,1390,2602,3711, Monster,   True,82,80,80,242,2,80,80,82,242,1,1,1,   K, Pair 6, Four 5, Four 8, Four J, FiveSF T, (3711, (11301, 27), (20602, 9), (80503, 1568), (80810, 1130), (81113, 661), (91009, 316)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,329,0,423,1128,874, Not Ok,  False,0,-10,-40,-50,0,-10,-40,0,-50,0,0,1,   K, Trip SH3, Trip SH5, Trip SHA, Straight J, Flush Q, (874, (11302, 33), (40343, 427), (40543, 186), (41443, 218), (51110, 6), (61211, 4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,329,1,707,1775,1798,     Ok,   True,-14,-20,0,-34,1,-20,0,-14,-34,1,0,1,   Q, Trip SH7, Trip SH8, Trip DDA, Straight 6, SixSF 7, (1798, (11204, 23), (40743, 648), (40843, 269), (41422, 165), (50605, 1), (110706, 692)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,329,0,811,1997,1073,   Good,   True,-60,-20,0,-80,0,-20,0,-60,-80,1,0,1,   A, Trip SS4, Trip SH9, Trip SHK, Flush K, FullH 2, (1073, (11403, 83), (40444, 479), (40943, 315), (41343, 149), (61312, 32), (70210, 15)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,329,0,844,1601,1618,     Ok,   True,-33,-20,0,-53,0,-40,0,-41,-81,2,0,2,   K, Trip HC9, Trip HHJ, Trip SHA, FullH 2, Four 4, (1618, (11304, 48), (40931, 729), (41133, 397), (41443, 218), (70212, 84), (80408, 142)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,329,2,824,2296,2490, Monster,   True,-5,-20,0,-25,2,-30,-40,-5,-75,1,0,2,  CK, Pair 6, Pair Q, Four 4, Four A, SixSF 7, (2490, (11301, 27), (20608, 10), (21207, 16), (80409, 1025), (81413, 720), (110706, 692)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,329,1,1952,3117,3763, Monster,   True,93,80,80,253,3,160,160,175,495,2,2,2,   A, Pair 5, Pair 7, Five 3, Five T, SixSF Q, (3763, (11402, 68), (20511, 8), (20709, 3), (100300, 1782), (101000, 1184), (111211, 718)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,329,0,270,1280,1186, Not Ok,  False,0,-10,-40,-50,0,-20,-80,0,-100,0,0,2,   A, Trip SH4, Trip HHQ, Trip HHK, Flush T, Flush A, (1186, (11404, 100), (40443, 472), (41233, 463), (41333, 127), (61009, 14), (61411, 10)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,329,0,401,1143,1669, Not Ok,  False,0,-10,-40,-50,1,-30,-40,-14,-84,1,0,2,   A, Trip SH9, Trip HDJ, Trip SDK, FullH 6, Four 8, (1669, (11403, 83), (40943, 774), (41132, 391), (41342, 136), (70607, 107), (80810, 178)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Philip,329,0,1006,3428,1350, Monster,   True,-55,-20,0,-75,0,-40,0,-115,-155,2,0,2,   A, Pair K, Trip SD6, Trip SDJ, Four 3, Five Q, (1350, (11401, 56), (21309, 38), (40642, 202), (41142, 77), (80310, 477), (101200, 500)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Peter ,329,1,1034,1888,1818,   Good,   True,-41,-20,0,-61,1,-60,0,-82,-142,3,0,3,   A, Trip HD4, Trip DC9, Trip DCT, Flush Q, Six 5, (1818, (11403, 83), (40432, 445), (40921, 277), (41021, 55), (61211, 25), (120500, 933)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Johnny,329,0,176,1075,1230, Not Ok,  False,0,-10,-40,-50,2,-40,-80,-5,-125,1,0,3,  HA, Trip SD8, Trip SS9, Trip SHJ, Flush K, FullH 4, (1230, (11403, 83), (40842, 692), (40944, 321), (41143, 82), (61312, 32), (70406, 20)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Ming  ,329,2,1786,4153,2684, Monster,   True,18,-20,0,-2,5,140,160,193,493,3,2,3,9,   T, Trip SDJ, Four 2, Four 7, SixSF A, (2684, (10903, 2), (11006, 0), (41142, 410), (80212, 967), (80713, 574), (111406, 731)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Tony  ,329,0,756,1483,1863,     Ok,   True,-90,-20,0,-110,0,-40,-80,-90,-210,1,0,3,   A, Pair 9, Pair T, Four 2, Four 6, Four Q, (1863, (11404, 100), (20911, 24), (21008, 10), (80211, 961), (80613, 552), (81213, 216)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Phil hand20 > 550, Edmond,329,0,1029,1626,3375,     Ok,   True,102,90,40,232,1,60,0,88,148,2,1,3,   T, Trip HDQ, Trip SCA, Four 7, Four 8, Four K, (3375, (11004, 6), (41232, 881), (41441, 575), (80709, 1109), (80810, 584), (81309, 220)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
